"ENSEMBL_ID"	"Gene_Symbol"	"Gene_Length"	"CS52new.ISO_4"	"CS52old.ISO_4a"	"CS52old.ISO_4b"
"ENSG00000266900"	"AC027514.1"	1603	4	1	3
"ENSG00000267560"	"AC027514.2"	637	0	0	0
"ENSG00000141655"	"TNFRSF11A"	8999	140	0	121
"ENSG00000199867"	"RF00019"	102	0	0	0
"ENSG00000267341"	"AC100843.1"	324	0	0	0
"ENSG00000241088"	"RPL17P44"	550	0	0	0
"ENSG00000267487"	"AC100843.2"	259	0	0	0
"ENSG00000266920"	"ACTBP9"	1099	0	0	0
"ENSG00000141664"	"ZCCHC2"	10235	865	703	540
"ENSG00000278017"	"AC064801.1"	407	0	0	1
"ENSG00000279236"	"AC064801.2"	1303	7	5	2
"ENSG00000243549"	"RN7SL705P"	294	0	0	0
"ENSG00000081913"	"PHLPP1"	9142	350	841	879
"ENSG00000206746"	"RNU6-142P"	107	0	0	0
"ENSG00000171791"	"BCL2"	11765	780	733	1269
"ENSG00000267766"	"AC022726.1"	207	1	0	0
"ENSG00000283125"	"AC022726.2"	547	0	0	0
"ENSG00000119537"	"KDSR"	9313	1737	2697	2017
"ENSG00000267390"	"AC036176.1"	785	3	13	14
"ENSG00000119541"	"VPS4B"	4315	1768	975	1608
"ENSG00000267430"	"AC036176.2"	1153	6	3	0
"ENSG00000206075"	"SERPINB5"	3939	0	2	0
"ENSG00000269989"	"AC036176.3"	418	0	0	0
"ENSG00000214318"	"ATP5MC1P6"	412	0	0	0
"ENSG00000166634"	"SERPINB12"	1278	0	0	0
"ENSG00000197641"	"SERPINB13"	4535	0	0	0
"ENSG00000206073"	"SERPINB4"	2013	0	0	0
"ENSG00000206072"	"SERPINB11"	3696	0	0	0
"ENSG00000057149"	"SERPINB3"	1777	0	0	0
"ENSG00000166396"	"SERPINB7"	2637	7	65	12
"ENSG00000197632"	"SERPINB2"	2748	0	4	0
"ENSG00000242550"	"SERPINB10"	2700	0	1	2
"ENSG00000221887"	"HMSD"	2920	1	5	2
"ENSG00000283667"	"AC009802.1"	1609	6	3	7
"ENSG00000166401"	"SERPINB8"	5868	699	306	179
"ENSG00000267134"	"LINC01924"	3261	0	0	0
"ENSG00000237314"	"RPL12P39"	496	0	0	0
"ENSG00000179676"	"LINC00305"	1035	0	2	6
"ENSG00000266952"	"LINC01538"	3153	0	0	0
"ENSG00000275448"	"AC027506.1"	198	0	0	0
"ENSG00000263863"	"AC007948.1"	242	0	0	0
"ENSG00000264131"	"AC007631.1"	189	0	0	0
"ENSG00000264232"	"LINC01916"	559	0	1	3
"ENSG00000265217"	"AC090358.1"	852	0	0	0
"ENSG00000081138"	"CDH7"	14532	3	827	1561
"ENSG00000263720"	"AC023394.2"	792	0	0	4
"ENSG00000263622"	"AC023394.1"	312	0	0	0
"ENSG00000264685"	"PRPF19P1"	898	0	0	0
"ENSG00000071991"	"CDH19"	6864	0	0	0
"ENSG00000238680"	"RNU6-1037P"	107	0	0	0
"ENSG00000263354"	"MIR5011"	103	0	0	0
"ENSG00000264054"	"RPL31P9"	141	0	0	0
"ENSG00000265936"	"AC091042.1"	173	0	0	1
"ENSG00000260578"	"AC110597.1"	3176	0	141	50
"ENSG00000171451"	"DSEL"	9531	57	2373	2650
"ENSG00000263424"	"AC110597.3"	3305	0	7	7
"ENSG00000265533"	"AC114689.3"	2991	0	0	0
"ENSG00000264040"	"AC022662.1"	331	0	0	0
"ENSG00000263594"	"AC022655.1"	288	0	0	0
"ENSG00000265472"	"AC022655.2"	318	0	0	0
"ENSG00000264104"	"AC114689.1"	2484	0	1	1
"ENSG00000265555"	"LINC01903"	2149	0	11	2
"ENSG00000265240"	"AC114689.2"	1297	0	0	0
"ENSG00000264634"	"AC100844.1"	440	0	0	0
"ENSG00000264869"	"AC068112.1"	346	0	0	0
"ENSG00000264699"	"LINC01912"	496	0	0	1
"ENSG00000260747"	"AC022968.1"	442	8	1	1
"ENSG00000265425"	"AC005909.1"	755	0	0	0
"ENSG00000263355"	"AKR1B10P2"	927	0	0	0
"ENSG00000264697"	"AC067819.1"	154	0	0	0
"ENSG00000166479"	"TMX3"	7637	1865	2285	2523
"ENSG00000150636"	"CCDC102B"	5805	61	96	172
"ENSG00000276092"	"AC040896.1"	479	0	0	0
"ENSG00000263637"	"AC022035.1"	302	0	0	0
"ENSG00000207072"	"RNU6-39P"	107	0	0	0
"ENSG00000264444"	"SDHCP1"	512	0	0	0
"ENSG00000264472"	"AC096708.2"	559	0	1	0
"ENSG00000273584"	"AC096708.3"	552	1	1	0
"ENSG00000264236"	"AC096708.1"	658	0	0	0
"ENSG00000264705"	"AC090337.1"	2074	0	1	3
"ENSG00000285748"	"AC090337.2"	3249	0	0	0
"ENSG00000278532"	"AC026585.1"	524	0	0	0
"ENSG00000206052"	"DOK6"	9387	1	228	104
"ENSG00000264845"	"AC119868.1"	612	0	0	0
"ENSG00000265643"	"AC119868.2"	432	0	0	0
"ENSG00000279221"	"AC068254.2"	3577	0	0	0
"ENSG00000266840"	"AC068254.1"	483	0	0	0
"ENSG00000150637"	"CD226"	13638	170	3	12
"ENSG00000176225"	"RTTN"	19323	1696	136	349
"ENSG00000170677"	"SOCS6"	5984	9834	1103	1407
"ENSG00000266258"	"LINC01909"	1040	202	2	7
"ENSG00000266304"	"LIVAR"	384	0	0	0
"ENSG00000266278"	"LINC01910"	2637	0	0	0
"ENSG00000265698"	"LARP7P3"	337	0	0	0
"ENSG00000214255"	"RPS2P6"	895	0	0	0
"ENSG00000278971"	"AC091305.1"	1576	3	0	0
"ENSG00000239748"	"RN7SL795P"	282	0	0	0
"ENSG00000263417"	"GTSCR1"	470	0	0	0
"ENSG00000265781"	"AC090415.2"	374	0	0	0
"ENSG00000265639"	"AC090415.1"	847	0	0	0
"ENSG00000265484"	"AC091691.2"	567	0	0	0
"ENSG00000263733"	"AC091691.1"	1018	0	0	0
"ENSG00000260676"	"LINC01541"	3105	0	0	0
"ENSG00000264388"	"AC090312.1"	348	0	0	0
"ENSG00000265946"	"AC090312.2"	378	0	0	0
"ENSG00000265352"	"LINC01899"	1101	0	0	0
"ENSG00000260457"	"AC027458.1"	613	0	0	0
"ENSG00000265995"	"AC069114.1"	287	0	0	0
"ENSG00000271313"	"AC069114.2"	304	0	0	0
"ENSG00000141668"	"CBLN2"	5593	0	6	7
"ENSG00000264315"	"HNRNPA1P11"	956	0	0	0
"ENSG00000166342"	"NETO1"	5509	1	3	1
"ENSG00000265579"	"AC023301.1"	2206	0	0	0
"ENSG00000252598"	"RNA5SP460"	100	0	0	0
"ENSG00000263750"	"MIR548AV"	62	0	0	0
"ENSG00000263958"	"AC091138.1"	534	0	0	0
"ENSG00000263711"	"AC079062.1"	6856	17	0	19
"ENSG00000261780"	"LINC02582"	2275	0	0	0
"ENSG00000265380"	"AC079070.1"	555	0	0	0
"ENSG00000241866"	"RN7SL401P"	298	0	0	0
"ENSG00000263655"	"AC090125.1"	493	0	0	0
"ENSG00000278902"	"AC010947.1"	693	0	0	0
"ENSG00000141665"	"FBXO15"	6245	0	14	22
"ENSG00000075336"	"TIMM21"	5208	449	330	502
"ENSG00000260569"	"AC090398.1"	1463	0	0	0
"ENSG00000243856"	"RN7SL551P"	298	0	0	0
"ENSG00000166347"	"CYB5A"	9313	253	129	271
"ENSG00000206043"	"C18orf63"	5127	0	0	0
"ENSG00000235297"	"FAUP1"	414	9	5	6
"ENSG00000259779"	"LINC01922"	2339	0	0	0
"ENSG00000187773"	"FAM69C"	3843	0	0	0
"ENSG00000133313"	"CNDP2"	11848	9336	540	1110
"ENSG00000276934"	"AC009704.2"	483	7	1	3
"ENSG00000150656"	"CNDP1"	7177	0	26	0
"ENSG00000264340"	"AC009704.1"	331	0	0	0
"ENSG00000264247"	"LINC00909"	3742	217	109	306
"ENSG00000215421"	"ZNF407"	12190	424	210	339
"ENSG00000278607"	"AC015819.2"	555	5	0	0
"ENSG00000273669"	"AC015819.1"	663	21	1	2
"ENSG00000283452"	"RF01699"	147	0	0	0
"ENSG00000278911"	"AC015819.3"	2674	0	0	0
"ENSG00000285915"	"AC015819.4"	779	0	0	0
"ENSG00000180011"	"ZADH2"	8157	847	603	1522
"ENSG00000179981"	"TSHZ1"	8281	338	595	1147
"ENSG00000276993"	"AC116003.3"	541	0	0	0
"ENSG00000264116"	"AC116003.1"	2506	0	1	0
"ENSG00000206026"	"SMIM21"	4009	0	0	0
"ENSG00000266774"	"AC116003.2"	748	0	0	0
"ENSG00000261194"	"LINC01898"	1903	0	0	0
"ENSG00000266460"	"AC021506.1"	597	0	0	0
"ENSG00000275827"	"AC021506.2"	169	0	0	0
"ENSG00000264108"	"AC090457.1"	211	0	0	0
"ENSG00000263547"	"AC011095.1"	2936	0	0	0
"ENSG00000266743"	"AC103808.6"	464	0	0	0
"ENSG00000264260"	"LINC01893"	479	0	0	0
"ENSG00000264595"	"AC103808.2"	594	0	0	0
"ENSG00000266014"	"AC103808.4"	391	0	0	0
"ENSG00000265717"	"AC103808.3"	598	0	0	0
"ENSG00000264212"	"AC103808.1"	922	0	0	0
"ENSG00000266614"	"AC103808.5"	462	0	0	0
"ENSG00000101493"	"ZNF516"	8217	895	1070	1250
"ENSG00000263982"	"AC009716.1"	398	0	0	0
"ENSG00000280205"	"AC009716.2"	3765	2	1	1
"ENSG00000265778"	"AC018413.1"	1393	10	7	6
"ENSG00000275763"	"C18orf65"	2076	11	5	27
"ENSG00000263812"	"LINC00908"	3036	0	0	3
"ENSG00000266256"	"LINC00683"	4928	1	4	4
"ENSG00000266312"	"LINC01927"	712	0	0	0
"ENSG00000276397"	"LINC01879"	2338	0	0	0
"ENSG00000265934"	"ARL2BPP1"	478	0	0	0
"ENSG00000265836"	"CCND3P2"	537	0	0	0
"ENSG00000265626"	"AC139085.1"	182	0	0	0
"ENSG00000264278"	"ZNF236-DT"	1295	23	1	7
"ENSG00000252097"	"RNU6-346P"	111	0	0	0
"ENSG00000278107"	"AC027575.2"	586	4	2	6
"ENSG00000130856"	"ZNF236"	8926	448	403	472
"ENSG00000244229"	"RPL26P35"	460	0	0	0
"ENSG00000275355"	"RF00017"	265	0	0	0
"ENSG00000265261"	"AC027575.1"	2747	0	0	0
"ENSG00000266844"	"AC093330.1"	2478	5	0	2
"ENSG00000197971"	"MBP"	18615	3668	532	1270
"ENSG00000279811"	"AC093330.2"	3998	10	5	2
"ENSG00000275178"	"AC018529.1"	361	0	0	0
"ENSG00000279433"	"AC018529.3"	2254	20	0	5
"ENSG00000278330"	"AC018529.2"	3125	136	0	5
"ENSG00000265844"	"AC100863.1"	560	0	0	0
"ENSG00000166573"	"GALR1"	10299	0	0	0
"ENSG00000264015"	"AC124254.1"	562	0	1	2
"ENSG00000199392"	"RF00402"	127	0	0	0
"ENSG00000264736"	"BDP1P"	1990	0	0	0
"ENSG00000264693"	"AC123786.1"	661	0	0	0
"ENSG00000271702"	"AC123786.2"	275	0	0	0
"ENSG00000252260"	"RNA5SP461"	104	0	0	0
"ENSG00000265843"	"LINC01029"	2094	0	0	0
"ENSG00000264334"	"AC134978.1"	788	0	0	0
"ENSG00000199728"	"RNU6-655P"	107	0	0	0
"ENSG00000266213"	"AC107892.1"	2727	6	0	0
"ENSG00000265644"	"AC087399.1"	573	0	0	0
"ENSG00000265378"	"AC012572.1"	397	0	0	0
"ENSG00000201723"	"RF00019"	94	0	0	0
"ENSG00000266273"	"AC044873.1"	399	0	0	0
"ENSG00000266586"	"AC091027.2"	179	0	0	0
"ENSG00000265101"	"AC091027.1"	523	0	0	0
"ENSG00000263146"	"LINC01896"	1732	0	9	5
"ENSG00000256463"	"SALL3"	7397	0	83	51
"ENSG00000166377"	"ATP9B"	14934	768	220	414
"ENSG00000279416"	"AC099689.1"	1302	5	0	2
"ENSG00000267655"	"AC125437.1"	714	15	4	16
"ENSG00000279474"	"AC125437.2"	2167	3	1	0
"ENSG00000267628"	"AC104423.1"	728	0	0	0
"ENSG00000267015"	"AC023090.1"	502	0	0	0
"ENSG00000279077"	"AC023090.2"	2110	17	5	5
"ENSG00000131196"	"NFATC1"	9068	813	330	348
"ENSG00000279637"	"AC018445.3"	1945	0	5	3
"ENSG00000275186"	"AC018445.1"	568	0	0	0
"ENSG00000279981"	"AC018445.4"	2291	25	3	6
"ENSG00000279397"	"AC018445.2"	260	0	0	0
"ENSG00000267287"	"AC068473.3"	6158	7	0	2
"ENSG00000267409"	"AC068473.4"	585	0	0	0
"ENSG00000178412"	"AC068473.1"	1111	0	0	0
"ENSG00000274828"	"AC068473.5"	2072	56	43	107
"ENSG00000060069"	"CTDP1"	7415	569	275	220
"ENSG00000266901"	"AC068473.2"	474	0	0	0
"ENSG00000266924"	"AC021594.1"	636	0	0	0
"ENSG00000267780"	"AC021594.2"	527	0	0	0
"ENSG00000178342"	"KCNG2"	2162	0	0	0
"ENSG00000278075"	"AC114341.1"	349	0	0	2
"ENSG00000122490"	"PQLC1"	5225	469	208	225
"ENSG00000226742"	"HSBP1L1"	2056	63	59	152
"ENSG00000141759"	"TXNL4A"	5231	1472	1350	1423
"ENSG00000267127"	"AC090360.1"	3902	7	28	17
"ENSG00000101546"	"RBFA"	3722	185	140	197
"ENSG00000261126"	"RBFADN"	6623	8	26	25
"ENSG00000266909"	"SLC25A6P4"	553	0	0	1
"ENSG00000101544"	"ADNP2"	5893	803	912	1186
"ENSG00000267270"	"PARD6G-AS1"	4589	9	35	33
"ENSG00000178184"	"PARD6G"	4224	9	760	693
"ENSG00000278000"	"AC139100.2"	662	9	11	7
"ENSG00000267251"	"AC139100.1"	2232	0	3	9
"ENSG00000282458"	"WASH5P"	6331	20	6	10
"ENSG00000282542"	"AC008993.1"	776	0	0	0
"ENSG00000282798"	"AC008993.2"	806	0	0	0
"ENSG00000282807"	"AC008993.3"	631	0	0	0
"ENSG00000283801"	"MIR1302-11"	138	0	0	0
"ENSG00000282591"	"FAM138F"	1285	0	0	0
"ENSG00000282137"	"OR4G3P"	913	0	0	0
"ENSG00000267310"	"OR4G1P"	1788	0	0	0
"ENSG00000176695"	"OR4F17"	3265	0	0	0
"ENSG00000267792"	"WBP1LP11"	328	0	0	0
"ENSG00000266971"	"OR4F8P"	937	0	0	0
"ENSG00000282535"	"AC092192.1"	1018	0	0	0
"ENSG00000281379"	"SEPT14P19"	634	0	0	0
"ENSG00000282059"	"CICP19"	2357	0	0	0
"ENSG00000282416"	"AC092299.1"	757	0	0	0
"ENSG00000282051"	"AC010507.1"	634	0	0	0
"ENSG00000282508"	"LINC01002"	7765	13	15	13
"ENSG00000282339"	"AC010507.2"	676	0	0	0
"ENSG00000222329"	"RNU6-1076P"	104	0	0	0
"ENSG00000282393"	"AC016588.2"	3021	1	5	7
"ENSG00000141934"	"PLPP2"	7059	1	5	2
"ENSG00000105556"	"MIER2"	7939	539	375	341
"ENSG00000267124"	"AC016588.1"	542	1	0	0
"ENSG00000105549"	"THEG"	2730	0	0	0
"ENSG00000267443"	"AC010641.1"	529	0	0	0
"ENSG00000183186"	"C2CD4C"	3129	0	44	36
"ENSG00000129946"	"SHC2"	4131	55	304	412
"ENSG00000252539"	"RNA5SP462"	112	0	0	0
"ENSG00000181781"	"ODF3L2"	1718	0	1	3
"ENSG00000099866"	"MADCAM1"	2651	5	2	7
"ENSG00000266933"	"AC005775.1"	850	4	2	3
"ENSG00000141933"	"TPGS1"	3642	151	69	66
"ENSG00000099804"	"CDC34"	1942	591	958	841
"ENSG00000197540"	"GZMM"	945	0	2	0
"ENSG00000267751"	"AC009005.1"	865	56	20	20
"ENSG00000172270"	"BSG"	3797	3304	9181	11047
"ENSG00000099822"	"HCN2"	3408	15	113	119
"ENSG00000267036"	"AC005559.1"	871	0	1	0
"ENSG00000099821"	"POLRMT"	5124	370	210	214
"ENSG00000261204"	"AC004449.1"	433	0	0	0
"ENSG00000070388"	"FGF22"	2778	1	0	3
"ENSG00000070423"	"RNF126"	3496	380	287	259
"ENSG00000267666"	"AC004156.1"	3319	0	1	1
"ENSG00000070404"	"FSTL3"	3067	114	1151	741
"ENSG00000185198"	"PRSS57"	1090	0	0	3
"ENSG00000213726"	"RPS2P52"	820	0	0	0
"ENSG00000099864"	"PALM"	4908	5	471	652
"ENSG00000099812"	"MISP"	2966	0	3	4
"ENSG00000272473"	"AC006273.1"	861	0	2	0
"ENSG00000267530"	"LINC01836"	870	0	8	17
"ENSG00000011304"	"PTBP1"	6883	3712	4595	3813
"ENSG00000284361"	"MIR4745"	62	0	0	0
"ENSG00000129951"	"PLPPR3"	2741	6	104	83
"ENSG00000263414"	"MIR3187"	70	0	0	0
"ENSG00000172232"	"AZU1"	1783	31	7	17
"ENSG00000196415"	"PRTN3"	1146	0	0	0
"ENSG00000197561"	"ELANE"	1028	0	0	0
"ENSG00000197766"	"CFD"	1222	36	6	30
"ENSG00000175221"	"MED16"	4222	271	225	274
"ENSG00000207507"	"RNU6-9"	107	3	3	0
"ENSG00000198858"	"R3HDM4"	2957	408	456	378
"ENSG00000116014"	"KISS1R"	1680	0	4	2
"ENSG00000116017"	"ARID3A"	7210	1026	1884	1673
"ENSG00000267159"	"AC005379.1"	328	0	0	1
"ENSG00000275162"	"AC005391.1"	341	3	4	3
"ENSG00000065268"	"WDR18"	2357	272	135	198
"ENSG00000266990"	"AC004528.1"	641	0	0	0
"ENSG00000116032"	"GRIN3B"	3281	2	41	63
"ENSG00000182087"	"TMEM259"	4031	1685	1345	1359
"ENSG00000274177"	"AC004528.2"	440	3	2	6
"ENSG00000207357"	"RNU6-2"	107	2	5	1
"ENSG00000064666"	"CNN2"	3645	2281	2867	2687
"ENSG00000279753"	"AC011558.1"	338	5	0	4
"ENSG00000064687"	"ABCA7"	8367	1477	408	723
"ENSG00000180448"	"ARHGAP45"	6238	2082	8	175
"ENSG00000099817"	"POLR2E"	4865	1790	692	671
"ENSG00000167468"	"GPX4"	2019	6207	3287	3086
"ENSG00000064932"	"SBNO2"	6626	489	320	258
"ENSG00000118046"	"STK11"	8639	930	625	715
"ENSG00000267736"	"HMGB2P1"	634	0	0	0
"ENSG00000099625"	"CBARP"	4591	9	152	87
"ENSG00000267778"	"AC004221.1"	844	0	1	1
"ENSG00000099624"	"ATP5F1D"	2250	515	220	246
"ENSG00000167470"	"MIDN"	4492	674	1340	750
"ENSG00000099622"	"CIRBP"	6368	3650	3447	6505
"ENSG00000267493"	"CIRBP-AS1"	994	7	0	0
"ENSG00000228300"	"C19orf24"	2193	329	91	127
"ENSG00000099617"	"EFNA2"	949	0	11	12
"ENSG00000240846"	"RPS15P9"	319	0	0	0
"ENSG00000267372"	"AC005330.1"	1238	0	0	0
"ENSG00000160953"	"MUM1"	9876	1832	573	750
"ENSG00000279488"	"AC004623.1"	2127	5	3	1
"ENSG00000267755"	"AC005329.2"	446	0	0	1
"ENSG00000115286"	"NDUFS7"	7533	658	236	305
"ENSG00000280486"	"AC005329.3"	1366	3	1	0
"ENSG00000248015"	"AC005329.1"	3571	19	29	13
"ENSG00000130005"	"GAMT"	2403	327	186	281
"ENSG00000071626"	"DAZAP1"	9201	1773	1415	1507
"ENSG00000115268"	"RPS15"	2137	2961	2608	2663
"ENSG00000268798"	"AC027307.3"	1100	4	7	5
"ENSG00000115266"	"APC2"	12610	2	7	28
"ENSG00000267317"	"AC027307.2"	911	73	47	109
"ENSG00000119559"	"C19orf25"	5111	310	89	138
"ENSG00000115257"	"PCSK4"	3792	30	52	39
"ENSG00000115255"	"REEP6"	2449	55	49	68
"ENSG00000185761"	"ADAMTSL5"	3625	20	233	257
"ENSG00000267092"	"AC027307.1"	457	3	1	1
"ENSG00000185988"	"PLK5"	3073	1	3	4
"ENSG00000181588"	"MEX3D"	2850	99	367	260
"ENSG00000239367"	"RN7SL477P"	286	0	0	0
"ENSG00000071655"	"MBD3"	7845	553	365	333
"ENSG00000279009"	"AC005943.2"	148	0	0	0
"ENSG00000267059"	"AC005943.1"	1002	0	0	0
"ENSG00000127540"	"UQCR11"	2151	438	163	186
"ENSG00000071564"	"TCF3"	6080	661	1247	1114
"ENSG00000252933"	"RNU6-1223P"	104	1	0	0
"ENSG00000275642"	"RF00017"	281	0	0	0
"ENSG00000267073"	"AC005256.1"	458	0	0	0
"ENSG00000205922"	"ONECUT3"	8318	0	0	0
"ENSG00000130270"	"ATP8B3"	7014	27	68	111
"ENSG00000079313"	"REXO1"	5561	567	448	362
"ENSG00000267007"	"AC012615.2"	447	1	0	1
"ENSG00000284216"	"MIR1909"	80	0	0	0
"ENSG00000267244"	"AC012615.6"	2454	1	1	2
"ENSG00000267125"	"AC012615.3"	500	3	1	1
"ENSG00000129911"	"KLF16"	2955	526	479	255
"ENSG00000267141"	"AC012615.4"	607	0	0	0
"ENSG00000261526"	"AC012615.1"	1299	98	25	21
"ENSG00000267232"	"AC012615.5"	581	1	1	1
"ENSG00000129968"	"ABHD17A"	6139	711	206	342
"ENSG00000227500"	"SCAMP4"	6953	963	547	573
"ENSG00000213638"	"ADAT3"	2237	24	9	8
"ENSG00000133275"	"CSNK1G2"	3804	1268	756	549
"ENSG00000180846"	"CSNK1G2-AS1"	1346	1	0	0
"ENSG00000133243"	"BTBD2"	5944	574	664	839
"ENSG00000267283"	"AC005306.1"	935	19	9	7
"ENSG00000279653"	"AC004678.2"	1002	1	0	1
"ENSG00000275468"	"AC004678.1"	929	2	0	1
"ENSG00000267180"	"AC007136.1"	199	0	0	0
"ENSG00000099875"	"MKNK2"	5221	936	1096	1070
"ENSG00000172081"	"MOB3A"	4149	906	249	447
"ENSG00000099840"	"IZUMO4"	2770	8	9	5
"ENSG00000065000"	"AP3D1"	8613	4577	4158	4764
"ENSG00000104885"	"DOT1L"	11272	936	731	465
"ENSG00000267122"	"AC004490.1"	2738	1	0	1
"ENSG00000104886"	"PLEKHJ1"	4655	442	281	331
"ENSG00000221411"	"MIR1227"	88	1	0	0
"ENSG00000284129"	"MIR6789"	98	0	0	0
"ENSG00000104897"	"SF3A2"	3134	461	603	678
"ENSG00000104899"	"AMH"	2587	6	12	6
"ENSG00000284272"	"MIR4321"	80	0	0	0
"ENSG00000167476"	"JSRP1"	1950	24	25	15
"ENSG00000104904"	"OAZ1"	3436	7913	3745	4190
"ENSG00000273734"	"AC005258.1"	1268	0	0	0
"ENSG00000188305"	"PEAK3"	2574	83	0	5
"ENSG00000220008"	"LINGO3"	2241	21	1	0
"ENSG00000130332"	"LSM7"	1698	470	502	502
"ENSG00000005206"	"SPPL2B"	7130	212	274	373
"ENSG00000178297"	"TMPRSS9"	4328	4	0	0
"ENSG00000099800"	"TIMM13"	1973	808	244	301
"ENSG00000176619"	"LMNB2"	5432	828	918	816
"ENSG00000283728"	"MIR7108"	87	0	0	0
"ENSG00000267201"	"LINC01775"	371	0	0	2
"ENSG00000099860"	"GADD45B"	2138	471	881	379
"ENSG00000252962"	"RNU6-993P"	95	0	0	0
"ENSG00000176533"	"GNG7"	4561	776	34	139
"ENSG00000105694"	"ELOCP28"	317	0	0	0
"ENSG00000263974"	"RN7SL121P"	273	0	0	0
"ENSG00000267412"	"AC092068.2"	1708	4	0	1
"ENSG00000277904"	"MIR7850"	79	0	0	0
"ENSG00000267214"	"AC092068.1"	454	0	0	0
"ENSG00000267749"	"AC092068.3"	2016	2	0	0
"ENSG00000276097"	"AC006538.3"	578	6	0	0
"ENSG00000176490"	"DIRAS1"	3485	240	133	201
"ENSG00000267001"	"AC006538.2"	543	0	0	0
"ENSG00000261342"	"AC006538.1"	1585	5	3	7
"ENSG00000141873"	"SLC39A3"	4552	326	55	59
"ENSG00000104969"	"SGTA"	3801	803	623	588
"ENSG00000172009"	"THOP1"	7464	537	241	215
"ENSG00000172006"	"ZNF554"	4685	86	72	192
"ENSG00000186300"	"ZNF555"	8557	104	216	412
"ENSG00000267063"	"AC006130.1"	555	0	0	0
"ENSG00000172000"	"ZNF556"	6574	1	4	2
"ENSG00000267398"	"AC006130.2"	326	0	0	0
"ENSG00000266938"	"AC119403.2"	598	0	0	0
"ENSG00000171970"	"ZNF57"	2327	73	28	52
"ENSG00000253392"	"AC119403.1"	776	5	2	6
"ENSG00000175691"	"ZNF77"	2437	81	55	79
"ENSG00000279452"	"AC006277.1"	1610	0	0	0
"ENSG00000104953"	"TLE6"	3652	35	7	25
"ENSG00000065717"	"TLE2"	4038	5	159	302
"ENSG00000267469"	"AC005944.1"	564	21	13	25
"ENSG00000104964"	"AES"	5298	2089	1763	2424
"ENSG00000088256"	"GNA11"	6242	151	904	801
"ENSG00000267139"	"AC005262.2"	452	1	4	0
"ENSG00000267688"	"KF456478.1"	472	2	6	4
"ENSG00000266944"	"AC005262.1"	362	4	8	4
"ENSG00000060558"	"GNA15"	2613	1040	0	149
"ENSG00000267551"	"AC005264.1"	2319	4	0	1
"ENSG00000125910"	"S1PR4"	1664	0	0	0
"ENSG00000125912"	"NCLN"	4175	649	516	510
"ENSG00000161082"	"CELF5"	6024	4	5	5
"ENSG00000267448"	"AC010649.1"	460	0	0	0
"ENSG00000141905"	"NFIC"	9801	982	1871	1698
"ENSG00000280103"	"AC007792.1"	402	1	1	0
"ENSG00000279599"	"AC005514.1"	208	2	0	2
"ENSG00000095932"	"SMIM24"	1498	59	0	0
"ENSG00000284638"	"AC005551.1"	493	0	0	0
"ENSG00000129932"	"DOHH"	2031	79	42	35
"ENSG00000105325"	"FZR1"	5802	417	397	349
"ENSG00000252408"	"RF00212"	73	0	0	0
"ENSG00000161091"	"MFSD12"	5277	2371	286	349
"ENSG00000183397"	"C19orf71"	674	2	1	3
"ENSG00000267436"	"AC005786.3"	565	14	1	3
"ENSG00000267231"	"AC005786.2"	369	0	0	0
"ENSG00000279590"	"AC005786.4"	682	1	1	0
"ENSG00000266959"	"AC005786.1"	154	0	0	0
"ENSG00000064961"	"HMG20B"	3857	974	404	506
"ENSG00000179855"	"GIPC3"	4348	75	1	6
"ENSG00000006638"	"TBXA2R"	2793	29	0	7
"ENSG00000226800"	"CACTIN-AS1"	1913	3	0	1
"ENSG00000105298"	"CACTIN"	5952	272	234	257
"ENSG00000186111"	"PIP5K1C"	6963	1488	391	572
"ENSG00000267304"	"AC004637.1"	482	0	0	0
"ENSG00000105289"	"TJP3"	4217	20	12	18
"ENSG00000011132"	"APBA3"	5556	157	109	151
"ENSG00000267205"	"AC005954.2"	556	0	1	0
"ENSG00000267138"	"AC005954.1"	337	5	7	0
"ENSG00000183617"	"MRPL54"	1003	361	134	189
"ENSG00000173976"	"RAX2"	2414	0	0	0
"ENSG00000267148"	"AC005777.1"	187	0	0	0
"ENSG00000007264"	"MATK"	4141	298	3	46
"ENSG00000105278"	"ZFR2"	5944	6	2	5
"ENSG00000266989"	"FTLP5"	534	11	4	9
"ENSG00000167654"	"ATCAY"	5403	0	4	3
"ENSG00000266627"	"RN7SL202P"	262	0	0	0
"ENSG00000077009"	"NMRK2"	1141	158	0	0
"ENSG00000167657"	"DAPK3"	3549	414	659	503
"ENSG00000283928"	"MIR637"	99	0	0	0
"ENSG00000167658"	"EEF2"	4027	44154	70645	84300
"ENSG00000206775"	"SNORD37"	66	0	1	0
"ENSG00000105229"	"PIAS4"	3646	363	292	266
"ENSG00000178951"	"ZBTB7A"	5725	1776	1440	1145
"ENSG00000268670"	"AC016586.1"	684	3	1	5
"ENSG00000126934"	"MAP2K2"	5236	1649	1487	1544
"ENSG00000278007"	"RF00017"	241	0	0	0
"ENSG00000060566"	"CREB3L3"	2678	0	1	0
"ENSG00000077463"	"SIRT6"	2787	222	50	74
"ENSG00000089847"	"ANKRD24"	4474	16	25	65
"ENSG00000105246"	"EBI3"	1284	238	7	27
"ENSG00000280247"	"AC005578.1"	1020	1	0	1
"ENSG00000105248"	"YJU2"	1671	328	75	93
"ENSG00000105251"	"SHD"	2811	0	0	0
