"ENSEMBL_ID"	"Gene_Symbol"	"Gene_Length"	"CS52old.ISO_3"
"ENSG00000124171"	"PARD6B"	4726	2148
"ENSG00000124243"	"BCAS4"	7583	561
"ENSG00000230043"	"TMSB4XP6"	135	2
"ENSG00000101126"	"ADNP"	8423	5707
"ENSG00000228663"	"PSMD10P1"	681	0
"ENSG00000259456"	"ADNP-AS1"	927	19
"ENSG00000000419"	"DPM1"	1207	1880
"ENSG00000124217"	"MOCS3"	5106	305
"ENSG00000232358"	"AL050404.1"	802	1
"ENSG00000026559"	"KCNG1"	5437	505
"ENSG00000279835"	"AL121785.1"	708	0
"ENSG00000228820"	"RPSAP1"	880	0
"ENSG00000101096"	"NFATC2"	8286	1066
"ENSG00000266761"	"MIR3194"	73	0
"ENSG00000054793"	"ATP9A"	8317	1838
"ENSG00000215444"	"AL138807.1"	459	0
"ENSG00000101115"	"SALL4"	5772	34
"ENSG00000227964"	"LINC01429"	2326	2
"ENSG00000252467"	"RNU6-347P"	105	0
"ENSG00000252654"	"RNU7-6P"	62	0
"ENSG00000020256"	"ZFP64"	6997	413
"ENSG00000233347"	"ERP29P1"	706	3
"ENSG00000234948"	"LINC01524"	4883	0
"ENSG00000225785"	"AL109610.1"	431	0
"ENSG00000275958"	"RF02271"	191	0
"ENSG00000232465"	"AL049765.1"	573	0
"ENSG00000234821"	"MRPS33P4"	317	0
"ENSG00000232294"	"AL031674.1"	1173	0
"ENSG00000232286"	"AL121902.1"	459	0
"ENSG00000230636"	"RPL36P1"	225	0
"ENSG00000182463"	"TSHZ2"	12581	13
"ENSG00000199218"	"RN7SKP184"	333	0
"ENSG00000223492"	"AL391097.1"	1620	0
"ENSG00000227705"	"AL391097.2"	485	0
"ENSG00000271774"	"AL109930.1"	724	0
"ENSG00000231703"	"AL354993.1"	3280	0
"ENSG00000224530"	"PPIAP10"	458	0
"ENSG00000259723"	"AL354993.2"	542	0
"ENSG00000206959"	"RF00019"	111	0
"ENSG00000197670"	"AL157838.1"	2502	2
"ENSG00000171940"	"ZNF217"	6181	3139
"ENSG00000235415"	"AC005808.1"	381	0
"ENSG00000238468"	"RNU7-14P"	62	0
"ENSG00000225563"	"AC006076.1"	345	0
"ENSG00000241721"	"SUMO1P1"	306	0
"ENSG00000064787"	"BCAS1"	8186	0
"ENSG00000236352"	"AC005220.1"	884	0
"ENSG00000265595"	"MIR4756"	78	0
"ENSG00000019186"	"CYP24A1"	3972	5
"ENSG00000101132"	"PFDN4"	1975	700
"ENSG00000101134"	"DOK5"	2604	258
"ENSG00000252089"	"RNU4ATAC7P"	125	0
"ENSG00000185834"	"RPL12P4"	497	73
"ENSG00000235166"	"LINC01440"	3782	0
"ENSG00000224008"	"LINC01441"	2290	0
"ENSG00000275923"	"AL160413.1"	310	0
"ENSG00000054803"	"CBLN4"	3024	80
"ENSG00000222118"	"RNA5SP487"	122	0
"ENSG00000124089"	"MC3R"	1084	0
"ENSG00000235594"	"AL139824.2"	1095	0
"ENSG00000230843"	"AL139824.1"	453	0
"ENSG00000124098"	"FAM210B"	3577	2254
"ENSG00000087586"	"AURKA"	2928	422
"ENSG00000101138"	"CSTF1"	4800	898
"ENSG00000087589"	"CASS4"	5069	4
"ENSG00000228601"	"RPL39P"	156	0
"ENSG00000022277"	"RTF2"	4063	1651
"ENSG00000124091"	"GCNT7"	2064	0
"ENSG00000124103"	"FAM209A"	1137	1
"ENSG00000280387"	"AL109806.1"	1248	6
"ENSG00000213714"	"FAM209B"	694	3
"ENSG00000225657"	"LINC01716"	996	0
"ENSG00000214541"	"RPS4XP3"	413	120
"ENSG00000087510"	"TFAP2C"	3005	2
"ENSG00000252091"	"RNU6-1146P"	102	0
"ENSG00000241821"	"RN7SL170P"	295	0
"ENSG00000237000"	"PTMAP6"	327	0
"ENSG00000231604"	"AL133232.1"	483	0
"ENSG00000207158"	"RNU6-929P"	107	0
"ENSG00000231078"	"AL157414.2"	377	0
"ENSG00000203266"	"AL157414.1"	770	0
"ENSG00000280220"	"AL157414.3"	1954	0
"ENSG00000101144"	"BMP7"	5418	8
"ENSG00000235032"	"BMP7-AS1"	436	0
"ENSG00000226308"	"AL122058.1"	1293	0
"ENSG00000252064"	"RF00019"	105	0
"ENSG00000266666"	"MIR4325"	90	0
"ENSG00000231005"	"RPL39P39"	151	0
"ENSG00000054796"	"SPO11"	1867	0
"ENSG00000101146"	"RAE1"	5855	956
"ENSG00000228995"	"MTND1P9"	944	0
"ENSG00000256222"	"MTRNR2L3"	1539	1
"ENSG00000218018"	"AL109955.1"	1540	0
"ENSG00000132819"	"RBM38"	2686	256
"ENSG00000124097"	"HMGB1P1"	636	6
"ENSG00000124092"	"CTCFL"	8928	0
"ENSG00000124253"	"PCK1"	6819	0
"ENSG00000227297"	"AL035541.1"	823	0
"ENSG00000124256"	"ZBP1"	5405	0
"ENSG00000124225"	"PMEPA1"	5619	1053
"ENSG00000278709"	"NKILA"	2598	95
"ENSG00000263453"	"MIR4532"	51	0
"ENSG00000203971"	"AL354984.1"	1854	0
"ENSG00000275852"	"LINC01742"	628	0
"ENSG00000225708"	"AL354984.2"	1024	0
"ENSG00000270411"	"AL354984.3"	325	0
"ENSG00000124237"	"C20orf85"	803	0
"ENSG00000124227"	"ANKRD60"	1038	0
"ENSG00000124224"	"PPP4R1L"	9251	247
"ENSG00000124209"	"RAB22A"	9285	2478
"ENSG00000124164"	"VAPB"	10585	2831
"ENSG00000198768"	"APCDD1L"	3942	1
"ENSG00000231290"	"APCDD1L-DT"	4940	2
"ENSG00000254620"	"AL050327.1"	507	0
"ENSG00000268941"	"LINC01711"	967	1
"ENSG00000124222"	"STX16"	5099	2688
"ENSG00000254995"	"STX16-NPEPL1"	3859	20
"ENSG00000215440"	"NPEPL1"	7641	60
"ENSG00000254419"	"AL139349.1"	577	2
"ENSG00000237121"	"PIEZO1P2"	2180	0
"ENSG00000270279"	"AL132655.3"	1619	0
"ENSG00000268649"	"AL132655.2"	594	0
"ENSG00000284040"	"MIR296"	80	0
"ENSG00000216031"	"MIR298"	88	0
"ENSG00000235590"	"GNAS-AS1"	3657	4
"ENSG00000268333"	"AL132655.1"	1153	0
"ENSG00000087460"	"GNAS"	13320	24239
"ENSG00000276859"	"RF02127"	103	0
"ENSG00000276722"	"RF02128"	114	0
"ENSG00000274491"	"RF02130"	112	0
"ENSG00000275069"	"RF02131"	121	0
"ENSG00000225806"	"AL121917.1"	1521	32
"ENSG00000270951"	"AL121917.2"	390	3
"ENSG00000285091"	"AL109840.2"	1925	1
"ENSG00000284985"	"AL109840.1"	179	0
"ENSG00000101158"	"NELFCD"	6298	1415
"ENSG00000101160"	"CTSZ"	2038	1295
"ENSG00000101162"	"TUBB1"	3496	1
"ENSG00000124172"	"ATP5F1E"	5126	3947
"ENSG00000101166"	"PRELID3B"	2977	2550
"ENSG00000232925"	"MRPS16P2"	408	0
"ENSG00000124203"	"ZNF831"	11605	0
"ENSG00000124205"	"EDN3"	2733	11
"ENSG00000225129"	"AL035250.1"	593	0
"ENSG00000230352"	"AL035250.2"	620	0
"ENSG00000233686"	"PIEZO1P1"	219	0
"ENSG00000227282"	"AL389889.1"	566	0
"ENSG00000087495"	"PHACTR3"	6095	20
"ENSG00000238194"	"AL121908.1"	682	0
"ENSG00000238777"	"RNU7-141P"	62	0
"ENSG00000196074"	"SYCP2"	6466	18
"ENSG00000196227"	"FAM217B"	5323	1347
"ENSG00000132825"	"PPP1R3D"	3630	393
"ENSG00000124215"	"CDH26"	5748	15
"ENSG00000176659"	"C20orf197"	3320	1
"ENSG00000276093"	"AL132822.1"	513	0
"ENSG00000228340"	"MIR646HG"	5137	0
"ENSG00000207802"	"MIR646"	94	0
"ENSG00000229690"	"MTCO2P1"	477	0
"ENSG00000266140"	"MIR4533"	71	0
"ENSG00000265617"	"MIR548AG2"	64	0
"ENSG00000276627"	"AL117372.1"	459	0
"ENSG00000261035"	"AL139348.1"	2208	0
"ENSG00000229755"	"AL121910.1"	500	0
"ENSG00000229606"	"LINC01718"	391	0
"ENSG00000179242"	"CDH4"	7351	20
"ENSG00000276786"	"BX640515.1"	977	0
"ENSG00000277270"	"AL160412.1"	1021	0
"ENSG00000179253"	"AL162457.1"	2000	0
"ENSG00000225106"	"AL162457.2"	1354	0
"ENSG00000130699"	"TAF4"	9808	718
"ENSG00000284193"	"MIR1257"	117	0
"ENSG00000235018"	"AL137077.1"	528	1
"ENSG00000265306"	"MIR3195"	84	0
"ENSG00000283078"	"AL137077.2"	1608	13
"ENSG00000149657"	"LSM14B"	3381	1528
"ENSG00000101182"	"PSMA7"	1750	3219
"ENSG00000184402"	"SS18L1"	5094	1329
"ENSG00000101181"	"MTG2"	5209	394
"ENSG00000101180"	"HRH3"	2671	1
"ENSG00000130703"	"OSBPL2"	13047	2264
"ENSG00000130706"	"ADRM1"	2142	936
"ENSG00000226332"	"AL354836.1"	681	79
"ENSG00000130702"	"LAMA5"	14291	21886
"ENSG00000284074"	"MIR4758"	71	0
"ENSG00000228812"	"LAMA5-AS1"	843	0
"ENSG00000273619"	"AL121832.2"	668	6
"ENSG00000171858"	"RPS21"	1023	5881
"ENSG00000149679"	"CABLES2"	3785	467
"ENSG00000275437"	"AL121832.3"	3700	18
"ENSG00000130701"	"RBBP8NL"	2793	0
"ENSG00000233017"	"AL121832.1"	1386	1
"ENSG00000130700"	"GATA5"	2595	273
"ENSG00000272050"	"AL499627.2"	725	1
"ENSG00000260542"	"AL499627.1"	2188	0
"ENSG00000174403"	"MIR1-1HG-AS1"	3397	22
"ENSG00000174407"	"MIR1-1HG"	1220	0
"ENSG00000199017"	"MIR1-1"	71	0
"ENSG00000284508"	"MIR133A2"	102	0
"ENSG00000226094"	"RPL7P3"	714	0
"ENSG00000264490"	"BX640514.1"	1918	0
"ENSG00000273812"	"BX640514.2"	625	0
"ENSG00000232121"	"AL450469.2"	499	0
"ENSG00000229882"	"AL450469.1"	461	0
"ENSG00000167046"	"AL357033.1"	1933	1
"ENSG00000101187"	"SLCO4A1"	4051	143
"ENSG00000277496"	"AL357033.4"	1807	9
"ENSG00000276317"	"AL357033.3"	614	2
"ENSG00000232803"	"SLCO4A1-AS1"	1534	0
"ENSG00000237687"	"LINC00686"	332	0
"ENSG00000101188"	"NTSR1"	4237	16
"ENSG00000223669"	"AL357033.2"	739	8
"ENSG00000228705"	"LINC00659"	540	14
"ENSG00000101189"	"MRGBP"	2781	659
"ENSG00000229873"	"OGFR-AS1"	668	2
"ENSG00000060491"	"OGFR"	4702	837
"ENSG00000092758"	"COL9A3"	4841	2613
"ENSG00000101190"	"TCFL5"	3436	752
"ENSG00000233838"	"DPH3P1"	249	0
"ENSG00000236527"	"ARF4P2"	526	0
"ENSG00000101191"	"DIDO1"	13281	2722
"ENSG00000273759"	"AL117379.1"	677	35
"ENSG00000101193"	"GID8"	4622	2030
"ENSG00000101194"	"SLC17A9"	5521	26
"ENSG00000125533"	"BHLHE23"	1109	0
"ENSG00000272259"	"LINC01749"	3936	0
"ENSG00000125514"	"LINC00029"	1790	0
"ENSG00000237119"	"LINC01056"	1234	0
"ENSG00000231133"	"HAR1B"	896	2
"ENSG00000274915"	"RF00635"	118	0
"ENSG00000225978"	"HAR1A"	1882	0
"ENSG00000260416"	"AL096828.2"	1965	0
"ENSG00000231977"	"AL096828.1"	542	0
"ENSG00000207598"	"MIR124-3"	87	0
"ENSG00000149658"	"YTHDF1"	3301	1863
"ENSG00000273821"	"AL096828.3"	462	1
"ENSG00000101197"	"BIRC7"	1562	3
"ENSG00000266463"	"MIR3196"	64	0
"ENSG00000101198"	"NKAIN4"	2668	248
"ENSG00000275620"	"FLJ16779"	7638	117
"ENSG00000101199"	"ARFGAP1"	6613	2590
"ENSG00000266104"	"MIR4326"	59	1
"ENSG00000101203"	"COL20A1"	10974	1
"ENSG00000222439"	"RNU6-994P"	111	0
"ENSG00000101204"	"CHRNA4"	11049	0
"ENSG00000203900"	"AL121827.1"	3410	0
"ENSG00000075043"	"KCNQ2"	12775	3
"ENSG00000280936"	"AL353658.2"	519	0
"ENSG00000226390"	"AL353658.1"	789	0
"ENSG00000101210"	"EEF1A2"	4910	1964
"ENSG00000230226"	"AL121829.1"	376	0
"ENSG00000125534"	"PPDPF"	1094	1084
"ENSG00000101213"	"PTK6"	2947	0
"ENSG00000125508"	"SRMS"	1516	6
"ENSG00000275812"	"AL121829.2"	328	1
"ENSG00000125531"	"FNDC11"	3625	5
"ENSG00000130589"	"HELZ2"	12066	308
"ENSG00000101216"	"GMEB2"	4707	450
"ENSG00000232442"	"MHENCR"	801	60
"ENSG00000197457"	"STMN3"	3032	630
"ENSG00000258366"	"RTEL1"	6440	20
"ENSG00000026036"	"RTEL1-TNFRSF6B"	9093	23
"ENSG00000243509"	"TNFRSF6B"	1141	0
"ENSG00000101246"	"ARFRP1"	7627	301
"ENSG00000197114"	"ZGPAT"	3335	53
"ENSG00000273154"	"AL121845.3"	3190	6
"ENSG00000274501"	"AL121845.4"	306	0
"ENSG00000203896"	"LIME1"	2550	8
"ENSG00000273047"	"AL121845.2"	586	0
"ENSG00000125520"	"SLC2A4RG"	2244	1447
"ENSG00000130584"	"ZBTB46"	6084	239
"ENSG00000229299"	"AL121845.1"	471	2
"ENSG00000231208"	"ZBTB46-AS1"	533	0
"ENSG00000279610"	"C20orf181"	480	0
"ENSG00000268858"	"AL118506.1"	3082	181
"ENSG00000183260"	"ABHD16B"	1491	0
"ENSG00000101150"	"TPD52L2"	4694	3963
"ENSG00000101152"	"DNAJC5"	5287	1812
"ENSG00000199805"	"RNU1-134P"	165	1
"ENSG00000283206"	"MIR941-1"	72	0
"ENSG00000216141"	"MIR941-2"	72	0
"ENSG00000283513"	"MIR941-3"	72	0
"ENSG00000216195"	"MIR941-4"	72	0
"ENSG00000275842"	"MIR941-5"	72	0
"ENSG00000198276"	"UCKL1"	3184	330
"ENSG00000284433"	"MIR1914"	80	0
"ENSG00000207554"	"MIR647"	96	9
"ENSG00000280213"	"UCKL1-AS1"	3602	3
"ENSG00000196700"	"ZNF512B"	5919	1967
"ENSG00000130590"	"SAMD10"	2453	114
"ENSG00000101161"	"PRPF6"	3044	1905
"ENSG00000196421"	"C20orf204"	5480	15
"ENSG00000203883"	"SOX18"	1864	15
"ENSG00000171703"	"TCEA2"	4802	378
"ENSG00000237371"	"AL355803.1"	188	2
"ENSG00000171700"	"RGS19"	2028	89
"ENSG00000274034"	"MIR6813"	56	0
"ENSG00000125510"	"OPRL1"	3549	29
"ENSG00000171695"	"LKAAEAR1"	868	1
"ENSG00000196132"	"MYT1"	6427	125
"ENSG00000125522"	"NPBWR2"	1352	2
"ENSG00000203880"	"PCMTD2"	5997	3303
"ENSG00000278171"	"AL137028.2"	256	0
"ENSG00000232852"	"CICP4"	2812	0
"ENSG00000149656"	"LINC00266-1"	1438	0
"ENSG00000274727"	"AL137028.1"	555	0
"ENSG00000279493"	"FP565260.4"	513	0
"ENSG00000277117"	"FP565260.3"	3357	8
"ENSG00000279687"	"FP565260.5"	479	0
"ENSG00000280071"	"GATD3B"	3106	16
"ENSG00000276612"	"FP565260.2"	1599	0
"ENSG00000275464"	"FP565260.1"	7665	63
"ENSG00000280433"	"FP565260.6"	5411	53
"ENSG00000279669"	"AC079801.1"	388	0
"ENSG00000279094"	"LINC01670"	1125	0
"ENSG00000274333"	"CU633967.1"	8756	1
"ENSG00000277777"	"RF00019"	101	0
"ENSG00000279186"	"FP236315.2"	2456	0
"ENSG00000279784"	"FP236315.3"	307	0
"ENSG00000279064"	"FP236315.1"	457	0
"ENSG00000274559"	"H2BFS"	460	0
"ENSG00000280013"	"CU639417.2"	207	0
"ENSG00000279769"	"CU639417.1"	1404	0
"ENSG00000280191"	"LINC01669"	1681	0
"ENSG00000280095"	"CU639417.3"	476	1
"ENSG00000280179"	"CU639417.4"	3973	0
"ENSG00000275993"	"SIK1B"	4806	52
"ENSG00000274790"	"RF00019"	101	0
"ENSG00000275496"	"CU633906.1"	2878	0
"ENSG00000280019"	"CU633906.4"	1023	0
"ENSG00000279709"	"CU633906.3"	741	0
"ENSG00000278903"	"CU633906.2"	3405	0
"ENSG00000276902"	"RF00019"	101	0
"ENSG00000274276"	"CBSL"	4004	17
"ENSG00000275895"	"U2AF1L5"	11119	1
"ENSG00000280346"	"FP236240.3"	373	0
"ENSG00000279226"	"FP236240.2"	327	0
"ENSG00000278927"	"FP236240.1"	1052	0
"ENSG00000276076"	"CRYAA2"	1660	0
"ENSG00000280145"	"CU638689.4"	7492	0
"ENSG00000278878"	"CU638689.1"	1097	0
"ENSG00000279788"	"CU638689.3"	1031	0
"ENSG00000279728"	"CU638689.2"	818	0
"ENSG00000280164"	"CU638689.5"	1032	0
"ENSG00000279998"	"FP475955.3"	1612	0
"ENSG00000278955"	"FP475955.1"	553	0
"ENSG00000284550"	"MIR8069-1"	86	0
"ENSG00000280172"	"FP475955.4"	1990	0
"ENSG00000279751"	"FP475955.2"	458	0
"ENSG00000280018"	"CU634019.6"	1788	1
"ENSG00000279313"	"CU634019.4"	897	0
"ENSG00000279477"	"CU634019.5"	924	0
"ENSG00000278884"	"CU634019.2"	593	0
"ENSG00000277067"	"CU634019.1"	3058	0
"ENSG00000274046"	"RF00019"	101	0
"ENSG00000280330"	"CU634019.7"	1185	0
"ENSG00000279303"	"CU634019.3"	2456	0
"ENSG00000279647"	"CU633904.2"	879	0
"ENSG00000279895"	"CU633904.3"	1029	0
"ENSG00000276077"	"CU633904.1"	3387	0
"ENSG00000274484"	"RF00019"	101	0
"ENSG00000279177"	"FP236241.2"	1185	0
"ENSG00000276546"	"RF00019"	101	0
"ENSG00000277991"	"FP236241.1"	7778	0
"ENSG00000273590"	"SMIM11B"	4324	0
"ENSG00000277277"	"FAM243B"	1708	0
"ENSG00000278961"	"SMIM34B"	2469	0
"ENSG00000276289"	"KCNE1B"	3649	8
"ENSG00000273614"	"RF00614"	128	0
"ENSG00000279967"	"FP671120.2"	2456	0
"ENSG00000278996"	"FP671120.1"	2498	0
"ENSG00000275950"	"MIR6724-1"	92	0
"ENSG00000275664"	"RF01518"	90	0
"ENSG00000275708"	"MIR3648-1"	180	0
"ENSG00000277437"	"MIR3687-1"	61	0
"ENSG00000280800"	"FP671120.3"	923	0
"ENSG00000278233"	"RNA5-8SN2"	153	0
"ENSG00000274060"	"MIR6724-2"	92	0
"ENSG00000277671"	"RF01518"	90	0
"ENSG00000281383"	"FP671120.4"	923	1
"ENSG00000277739"	"RNA5-8SN2"	153	0
"ENSG00000280441"	"FP236383.1"	2498	0
"ENSG00000277379"	"MIR6724-3"	92	0
"ENSG00000274868"	"RF01518"	90	0
"ENSG00000280614"	"FP236383.2"	923	0
"ENSG00000275215"	"RNA5-8SN2"	153	0
"ENSG00000275692"	"MIR6724-4"	92	0
"ENSG00000278775"	"RF01518"	90	0
"ENSG00000281181"	"FP236383.3"	923	0
"ENSG00000278189"	"RNA5-8SN2"	153	0
"ENSG00000279990"	"RPSAP68"	438	0
"ENSG00000279615"	"CR381572.2"	397	0
"ENSG00000279167"	"CR381572.1"	102	0
"ENSG00000279579"	"LINC01666"	845	0
"ENSG00000279213"	"SNX18P10"	519	0
"ENSG00000280243"	"MTCO1P1"	1081	0
"ENSG00000278931"	"CR381670.1"	1693	0
"ENSG00000264462"	"MIR3648-2"	180	0
"ENSG00000264063"	"MIR3687-2"	61	0
"ENSG00000279501"	"CR392039.3"	227	0
"ENSG00000279414"	"CR392039.2"	509	0
"ENSG00000280436"	"CR392039.5"	510	0
"ENSG00000188681"	"TEKT4P2"	2309	0
"ENSG00000279720"	"CR392039.4"	501	0
"ENSG00000279381"	"CR392039.1"	204	0
"ENSG00000278932"	"CR381653.1"	1880	0
"ENSG00000279718"	"SNX18P12"	759	0
"ENSG00000279208"	"CR381653.2"	768	0
"ENSG00000279864"	"AC124864.2"	186	0
"ENSG00000279211"	"AC124864.1"	392	0
"ENSG00000275631"	"RF00003"	176	0
"ENSG00000280081"	"LINC01667"	2485	0
"ENSG00000280075"	"AC018692.3"	123	0
"ENSG00000279783"	"AC018692.2"	348	0
"ENSG00000264002"	"RN7SL52P"	284	0
"ENSG00000252199"	"RF00156"	95	0
"ENSG00000279321"	"AC018692.1"	920	0
"ENSG00000270533"	"CR382285.1"	1856	2
"ENSG00000280372"	"CR382285.2"	1495	0
"ENSG00000279851"	"CR382287.2"	1942	0
"ENSG00000279062"	"CR382287.1"	586	0
"ENSG00000277693"	"AP003900.1"	927	0
"ENSG00000275945"	"EIF3FP1"	806	0
"ENSG00000275592"	"VN1R7P"	903	0
"ENSG00000278106"	"AF254983.2"	135	0
"ENSG00000187172"	"BAGE2"	4080	0
"ENSG00000273840"	"AF254983.1"	3336	0
"ENSG00000274391"	"TPTE"	2596	0
"ENSG00000278678"	"CYCSP41"	296	0
"ENSG00000273872"	"SLC25A15P4"	289	0
"ENSG00000276556"	"AF254982.1"	311	0
"ENSG00000277282"	"IGHV1OR21-1"	353	0
"ENSG00000229306"	"AP001464.1"	323	0
"ENSG00000224309"	"ANKRD30BP2"	5110	0
"ENSG00000207097"	"RNU6-614P"	107	0
"ENSG00000168122"	"ZNF355P"	3216	0
"ENSG00000237202"	"AJ239321.1"	564	0
"ENSG00000280108"	"AJ239318.1"	607	0
"ENSG00000185390"	"FGF7P2"	296	0
"ENSG00000175302"	"ANKRD30BP1"	2186	1
"ENSG00000266211"	"MIR3156-3"	77	0
"ENSG00000226930"	"GTF2IP2"	697	0
"ENSG00000219280"	"VN1R8P"	893	0
"ENSG00000228184"	"SNX19P1"	2981	0
"ENSG00000179381"	"OR4K11P"	976	0
"ENSG00000228159"	"LINC01674"	504	0
"ENSG00000218549"	"OR4K12P"	945	0
"ENSG00000166351"	"POTED"	2636	0
"ENSG00000207476"	"RNU6-286P"	107	0
"ENSG00000266299"	"MIR3118-1"	76	0
"ENSG00000278381"	"AL050303.3"	284	0
"ENSG00000227874"	"GRAMD4P1"	1110	0
"ENSG00000214319"	"CXADRP1"	1095	0
"ENSG00000279773"	"AL050303.4"	1839	0
"ENSG00000273692"	"AL050303.2"	666	0
"ENSG00000278618"	"MIR8069-2"	86	0
"ENSG00000229231"	"FEM1AP1"	1995	0
"ENSG00000224922"	"AL050303.1"	458	0
"ENSG00000173231"	"TERF1P1"	1181	0
"ENSG00000232797"	"FAM207CP"	507	0
"ENSG00000224860"	"GXYLT1P2"	1230	0
"ENSG00000215562"	"CNN2P7"	932	0
"ENSG00000234538"	"ZNF114P1"	292	0
"ENSG00000228314"	"CYP4F29P"	1717	1
"ENSG00000230965"	"SNX18P13"	529	0
"ENSG00000215559"	"ANKRD20A11P"	4842	1
"ENSG00000203616"	"RHOT1P2"	333	0
"ENSG00000223287"	"RNU6-954P"	107	0
"ENSG00000183249"	"NF1P3"	450	0
"ENSG00000233442"	"PPP6R2P1"	1275	0
"ENSG00000275170"	"FRG2MP"	856	0
"ENSG00000224905"	"AP001347.1"	1770	44
"ENSG00000249493"	"ANKRD20A18P"	492	3
"ENSG00000201812"	"RNA5SP488"	116	0
"ENSG00000277572"	"RF01518"	89	0
"ENSG00000188992"	"LIPI"	1744	0
"ENSG00000240755"	"ERLEC1P1"	578	0
"ENSG00000185272"	"RBM11"	2360	110
"ENSG00000243064"	"ABCC13"	10722	15
"ENSG00000155304"	"HSPA13"	4194	4200
"ENSG00000155307"	"SAMSN1"	5185	6
"ENSG00000223662"	"SAMSN1-AS1"	840	0
"ENSG00000232884"	"AF127936.2"	1863	0
"ENSG00000228600"	"POLR2CP1"	765	0
"ENSG00000226751"	"AF127936.1"	695	0
"ENSG00000225502"	"GAPDHP16"	962	0
"ENSG00000235609"	"AF127577.4"	5929	75
"ENSG00000281903"	"LINC02246"	3635	8
"ENSG00000226406"	"RBMX2P1"	836	0
"ENSG00000235277"	"AF127577.3"	781	0
"ENSG00000180530"	"NRIP1"	8497	1345
"ENSG00000229047"	"AF127577.1"	562	0
"ENSG00000231201"	"AF127577.2"	824	0
"ENSG00000279390"	"AF127577.6"	2191	0
"ENSG00000236471"	"AF127577.5"	446	0
"ENSG00000280082"	"AF246928.1"	87	0
"ENSG00000229425"	"AJ009632.2"	8941	0
"ENSG00000224524"	"CYCSP42"	238	0
"ENSG00000224247"	"AJ009632.1"	1376	0
"ENSG00000212564"	"RNU6-1326P"	107	0
"ENSG00000226298"	"RAD23BP3"	1152	0
"ENSG00000155313"	"USP25"	7823	3255
"ENSG00000234159"	"RBPMSLP"	502	0
"ENSG00000215386"	"MIR99AHG"	11353	8
"ENSG00000252273"	"RNU6-426P"	97	0
"ENSG00000214976"	"VDAC2P1"	958	0
"ENSG00000224602"	"RPS26P5"	335	0
"ENSG00000201025"	"SNORD74B"	73	0
"ENSG00000270071"	"AP001172.1"	581	0
"ENSG00000270139"	"AP001172.2"	467	0
"ENSG00000280432"	"AP000962.2"	1101	0
"ENSG00000207638"	"MIR99A"	81	0
"ENSG00000199030"	"MIRLET7C"	84	0
"ENSG00000269950"	"AP000962.1"	729	0
"ENSG00000207863"	"MIR125B2"	89	0
"ENSG00000239023"	"RNU1-98P"	160	0
"ENSG00000237735"	"AF130359.1"	438	0
"ENSG00000232886"	"AF212831.1"	377	0
"ENSG00000225735"	"NEK4P1"	879	0
"ENSG00000278181"	"AP000457.1"	378	0
"ENSG00000252462"	"RNU6-113P"	101	0
"ENSG00000232560"	"LINC01549"	714	2
"ENSG00000226580"	"RPL39P40"	146	9
"ENSG00000266195"	"RN7SL163P"	276	0
"ENSG00000154639"	"CXADR"	6682	7479
"ENSG00000232260"	"BTF3L4P1"	468	4
"ENSG00000200754"	"RF00019"	108	0
"ENSG00000199962"	"RF00019"	109	3
"ENSG00000154640"	"BTG3"	2306	1906
"ENSG00000280594"	"BTG3-AS1"	2578	37
"ENSG00000226956"	"AP000432.1"	516	1
"ENSG00000279648"	"AP000432.2"	2048	0
"ENSG00000240770"	"C21orf91-OT1"	998	0
"ENSG00000154642"	"C21orf91"	6235	554
"ENSG00000244676"	"AL109761.1"	454	0
"ENSG00000231755"	"CHODL-AS1"	1117	0
"ENSG00000215369"	"RPL37P3"	293	0
"ENSG00000154645"	"CHODL"	3093	3
"ENSG00000227330"	"AF130417.1"	478	0
"ENSG00000154646"	"TMPRSS15"	4233	0
"ENSG00000228708"	"AL109763.1"	461	0
"ENSG00000224141"	"MIR548XHG"	1454	1
"ENSG00000230233"	"AF240627.1"	879	0
"ENSG00000265841"	"MIR548X"	75	0
"ENSG00000198618"	"PPIAP22"	498	225
"ENSG00000279156"	"AL157359.3"	217	0
"ENSG00000232193"	"AL157359.2"	784	0
"ENSG00000226204"	"AL157359.1"	424	0
"ENSG00000235965"	"AP000431.2"	790	0
"ENSG00000229289"	"AP000431.1"	469	0
"ENSG00000226818"	"SLC6A6P1"	1850	0
"ENSG00000231620"	"AP000855.1"	636	0
"ENSG00000212609"	"RNU1-139P"	165	0
"ENSG00000230198"	"RPL37P4"	268	0
"ENSG00000271486"	"AP000403.1"	851	0
"ENSG00000229336"	"AP000568.1"	442	4
"ENSG00000215353"	"C1QBPP1"	770	0
"ENSG00000233480"	"LINC01683"	412	0
"ENSG00000233236"	"LINC02573"	864	1
"ENSG00000251851"	"RNU6-772P"	105	0
"ENSG00000252963"	"RN7SKP147"	244	0
"ENSG00000233676"	"FDPSP6"	512	0
"ENSG00000234439"	"KRT18P2"	1258	0
"ENSG00000233206"	"RPS3AP1"	320	0
"ENSG00000276738"	"AP001506.1"	211	0
"ENSG00000224924"	"LINC00320"	2325	0
"ENSG00000215351"	"PPIAP1"	496	1
"ENSG00000154654"	"NCAM2"	8380	613
"ENSG00000226771"	"AP001136.1"	635	0
"ENSG00000234730"	"AP001117.1"	609	0
"ENSG00000237527"	"AF241725.1"	480	0
